category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p.adjust.over_represented	p.adjust.under_represented
GO:0086080	0.729018552352692	0.532812720758065	3	9	protein binding involved in heterotypic cell-cell adhesion	MF	1	1
GO:0031143	0.729019706524597	0.471724396113551	5	15	pseudopodium	CC	1	1
GO:0003899	0.729577709465576	0.392027932354124	12	42	DNA-directed RNA polymerase activity	MF	1	1
GO:0002774	0.729603425545798	0.71371082240175	1	3	Fc receptor mediated inhibitory signaling pathway	BP	1	1
GO:0034316	0.729631721101189	0.688726176548912	1	4	negative regulation of Arp2/3 complex-mediated actin nucleation	BP	1	1
GO:0031000	0.729679346435907	0.470920765031028	5	15	response to caffeine	BP	1	1
GO:0004864	0.7296925798305	0.413407099287189	9	30	protein phosphatase inhibitor activity	MF	1	1
GO:0002024	0.729728097389899	0.591406632671213	2	6	diet induced thermogenesis	BP	1	1
GO:0002513	0.730042827834926	0.71323028378395	1	3	tolerance induction to self antigen	BP	1	1
GO:0034361	0.730180741976319	0.514115199888894	3	12	very-low-density lipoprotein particle	CC	1	1
GO:0034385	0.730180741976319	0.514115199888894	3	12	triglyceride-rich lipoprotein particle	CC	1	1
GO:0042713	0.730215117958139	0.713041662790144	1	3	sperm ejaculation	BP	1	1
GO:0015211	0.730287036599758	0.578585332108894	2	7	purine nucleoside transmembrane transporter activity	MF	1	1
GO:0097352	0.730343255758843	0.424353213520039	8	25	autophagosome maturation	BP	1	1
GO:0032048	0.730474738555546	0.482637252972826	4	15	cardiolipin metabolic process	BP	1	1
GO:0015204	0.730600919097282	0.712618880825542	1	3	urea transmembrane transporter activity	MF	1	1
GO:0071918	0.730600919097282	0.712618880825542	1	3	urea transmembrane transport	BP	1	1
GO:0032925	0.730783457378175	0.451238252069688	6	18	regulation of activin receptor signaling pathway	BP	1	1
GO:0060011	0.730794671869296	0.712406340883141	1	3	Sertoli cell proliferation	BP	1	1
GO:0019213	0.73086657412646	0.375886166129874	16	51	deacetylase activity	MF	1	1
GO:0032722	0.731007379976413	0.405527595425385	10	32	positive regulation of chemokine production	BP	1	1
GO:0018343	0.731050045317193	0.712125985256541	1	3	protein farnesylation	BP	1	1
GO:0021954	0.731182646315049	0.371883015863543	18	52	central nervous system neuron development	BP	1	1
GO:0007094	0.731186401227934	0.420321108169263	8	27	mitotic spindle assembly checkpoint	BP	1	1
GO:0016402	0.731273824304551	0.711880108972818	1	3	pristanoyl-CoA oxidase activity	MF	1	1
GO:0008353	0.731340042760487	0.465350653577431	5	16	RNA polymerase II carboxy-terminal domain kinase activity	MF	1	1
GO:0097227	0.731350913280431	0.711795363189911	1	3	sperm annulus	CC	1	1
GO:0034773	0.731429951817578	0.589340116739992	2	6	histone H4-K20 trimethylation	BP	1	1
GO:0006288	0.731585991507153	0.711536794826843	1	3	base-excision repair, DNA ligation	BP	1	1
GO:0004668	0.73166498052302	0.711449865101897	1	3	protein-arginine deiminase activity	MF	1	1
GO:0018101	0.73166498052302	0.711449865101897	1	3	protein citrullination	BP	1	1
GO:0032959	0.731802168124182	0.588886968426198	2	6	inositol trisphosphate biosynthetic process	BP	1	1
GO:0060754	0.731833622822107	0.711264188867897	1	3	positive regulation of mast cell chemotaxis	BP	1	1
GO:0015252	0.731940729056138	0.711146207303281	1	3	hydrogen ion channel activity	MF	1	1
GO:0051575	0.732023776492266	0.685939714452191	1	4	5'-deoxyribose-5-phosphate lyase activity	MF	1	1
GO:0060837	0.732115320301515	0.588505398676858	2	6	blood vessel endothelial cell differentiation	BP	1	1
GO:1901879	0.732194192881772	0.363038742806457	21	60	regulation of protein depolymerization	BP	1	1
GO:0007216	0.732228452216732	0.528862692550589	3	9	G-protein coupled glutamate receptor signaling pathway	BP	1	1
GO:0002377	0.732247867975554	0.362821818938649	20	63	immunoglobulin production	BP	1	1
GO:0000022	0.732257606411451	0.52882669609314	3	9	mitotic spindle elongation	BP	1	1
GO:0090208	0.732298030644109	0.483700000241642	4	14	positive regulation of triglyceride metabolic process	BP	1	1
GO:0070831	0.732550246888	0.57579204748187	2	7	basement membrane assembly	BP	1	1
GO:0098532	0.732827952984412	0.575448242522653	2	7	histone H3-K27 trimethylation	BP	1	1
GO:0021797	0.732884464899967	0.710104731217273	1	3	forebrain anterior/posterior pattern specification	BP	1	1
GO:0032027	0.732932303727793	0.7100518460634	1	3	myosin light chain binding	MF	1	1
GO:0016592	0.733065857509164	0.401042177343522	10	34	mediator complex	CC	1	1
GO:0005605	0.733070258985449	0.448459742483992	6	18	basal lamina	CC	1	1
GO:0020016	0.73334995063578	0.709589766219163	1	3	ciliary pocket	CC	1	1
GO:0020018	0.73334995063578	0.709589766219163	1	3	ciliary pocket membrane	CC	1	1
GO:0060219	0.733395910983837	0.491203599365994	4	12	camera-type eye photoreceptor cell differentiation	BP	1	1
GO:0034614	0.733441462765654	0.33751179329869	35	110	cellular response to reactive oxygen species	BP	1	1
GO:0004974	0.733586126812321	0.709328163716894	1	3	leukotriene receptor activity	MF	1	1
GO:0061737	0.733586126812321	0.709328163716894	1	3	leukotriene signaling pathway	BP	1	1
GO:0015992	0.733754038751273	0.332850400388599	38	130	proton transport	BP	1	1
GO:0043576	0.73388611521208	0.462230146456204	5	16	regulation of respiratory gaseous exchange	BP	1	1
GO:0032717	0.73410234673704	0.519288842459142	3	10	negative regulation of interleukin-8 production	BP	1	1
GO:0000811	0.73410720607867	0.708750218259991	1	3	GINS complex	CC	1	1
GO:0060292	0.734121021068377	0.44717989365025	6	18	long term synaptic depression	BP	1	1
GO:0016436	0.734303644016927	0.708532068088809	1	3	rRNA (uridine) methyltransferase activity	MF	1	1
GO:0032795	0.734474914443467	0.708341744286209	1	3	heterotrimeric G-protein binding	MF	1	1
GO:1904063	0.734511921162585	0.37981307888224	14	44	negative regulation of cation transmembrane transport	BP	1	1
GO:0005010	0.734528590515249	0.708282073315956	1	3	insulin-like growth factor-activated receptor activity	MF	1	1
GO:0003746	0.734618620751483	0.458327296708228	5	17	translation elongation factor activity	MF	1	1
GO:1904217	0.73485478236782	0.707919207992103	1	3	regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity	BP	1	1
GO:1904219	0.73485478236782	0.707919207992103	1	3	positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity	BP	1	1
GO:1904220	0.73485478236782	0.707919207992103	1	3	regulation of serine C-palmitoyltransferase activity	BP	1	1
GO:1904222	0.73485478236782	0.707919207992103	1	3	positive regulation of serine C-palmitoyltransferase activity	BP	1	1
GO:0000920	0.734859696187353	0.458030682798931	5	17	cell separation after cytokinesis	BP	1	1
GO:0070988	0.735077617756087	0.367393609048027	18	52	demethylation	BP	1	1
GO:0006290	0.735122260278746	0.572598959140656	2	7	pyrimidine dimer repair	BP	1	1
GO:0051571	0.735357513937857	0.463967691305175	5	15	positive regulation of histone H3-K4 methylation	BP	1	1
GO:1902074	0.735403415752746	0.572248699007456	2	7	response to salt	BP	1	1
GO:0035722	0.735482235698038	0.707220039013624	1	3	interleukin-12-mediated signaling pathway	BP	1	1
GO:0071349	0.735482235698038	0.707220039013624	1	3	cellular response to interleukin-12	BP	1	1
GO:0043320	0.735532151055222	0.584322467117032	2	6	natural killer cell degranulation	BP	1	1
GO:0044754	0.735555563708329	0.572059054819877	2	7	autolysosome	CC	1	1
GO:1905208	0.73555786284141	0.52473781950279	3	9	negative regulation of cardiocyte differentiation	BP	1	1
GO:0047115	0.735579096357627	0.681756982389838	1	4	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity	MF	1	1
GO:0006565	0.735607962788287	0.707079756021146	1	3	L-serine catabolic process	BP	1	1
GO:0070084	0.735773837771452	0.70689458203656	1	3	protein initiator methionine removal	BP	1	1
GO:0005802	0.735782991867519	0.318922552590717	60	174	trans-Golgi network	CC	1	1
GO:0043625	0.735983875414972	0.706659951965269	1	3	delta DNA polymerase complex	CC	1	1
GO:0000408	0.736131338740706	0.706495119029866	1	3	EKC/KEOPS complex	CC	1	1
GO:0031441	0.736297667061451	0.52381738523653	3	9	negative regulation of mRNA 3'-end processing	BP	1	1
GO:0060259	0.736324195565085	0.516515294458966	3	10	regulation of feeding behavior	BP	1	1
GO:0044331	0.736336219434092	0.482681096128708	4	13	cell-cell adhesion mediated by cadherin	BP	1	1
GO:0050119	0.736425365097194	0.706166203754774	1	3	N-acetylglucosamine deacetylase activity	MF	1	1
GO:0048341	0.736467269370572	0.583171385921847	2	6	paraxial mesoderm formation	BP	1	1
GO:1902683	0.736498840723698	0.706083956327209	1	3	regulation of receptor localization to synapse	BP	1	1
GO:0060313	0.736702697589917	0.70585565066362	1	3	negative regulation of blood vessel remodeling	BP	1	1
GO:0043578	0.736817583477822	0.705726914047517	1	3	nuclear matrix organization	BP	1	1
GO:0090292	0.736817583477822	0.705726914047517	1	3	nuclear matrix anchoring at nuclear membrane	BP	1	1
GO:0010851	0.736957187511608	0.705570409025172	1	3	cyclase regulator activity	MF	1	1
GO:0035173	0.7370459368045	0.443606766597152	6	18	histone kinase activity	MF	1	1
GO:0071400	0.737124930012463	0.705382257011655	1	3	cellular response to oleic acid	BP	1	1
GO:0030997	0.737184107074537	0.705315853200019	1	3	regulation of centriole-centriole cohesion	BP	1	1
GO:0045161	0.737236140253461	0.515373290521285	3	10	neuronal ion channel clustering	BP	1	1
GO:0018125	0.73734291460128	0.705137583410699	1	3	peptidyl-cysteine methylation	BP	1	1
GO:0051968	0.737385504028984	0.486262284779467	4	12	positive regulation of synaptic transmission, glutamatergic	BP	1	1
GO:0042119	0.737416658043621	0.457882073988689	5	16	neutrophil activation	BP	1	1
GO:0004705	0.737425871512815	0.705044420176782	1	3	JUN kinase activity	MF	1	1
GO:0016909	0.737425871512815	0.705044420176782	1	3	SAP kinase activity	MF	1	1
GO:0043091	0.7375575161229	0.704896523105097	1	3	L-arginine import	BP	1	1
GO:0090467	0.7375575161229	0.704896523105097	1	3	arginine import	BP	1	1
GO:1902023	0.7375575161229	0.704896523105097	1	3	L-arginine transport	BP	1	1
GO:0048147	0.737660718625841	0.424623189716545	7	23	negative regulation of fibroblast proliferation	BP	1	1
GO:0006122	0.73790613049928	0.497760033455858	3	14	mitochondrial electron transport, ubiquinol to cytochrome c	BP	1	1
GO:0008379	0.737987393581491	0.664496230097349	1	5	thioredoxin peroxidase activity	MF	1	1
GO:0051459	0.738153057244053	0.678697634893867	1	4	regulation of corticotropin secretion	BP	1	1
GO:0051461	0.738153057244053	0.678697634893867	1	4	positive regulation of corticotropin secretion	BP	1	1
GO:0051569	0.738219012537778	0.416649364116383	8	24	regulation of histone H3-K4 methylation	BP	1	1
GO:0032968	0.738281688826759	0.480258818065999	4	13	positive regulation of transcription elongation from RNA polymerase II promoter	BP	1	1
GO:0046292	0.738374752217654	0.703976853162957	1	3	formaldehyde metabolic process	BP	1	1
GO:0008307	0.738379279841592	0.411669828340854	8	27	structural constituent of muscle	MF	1	1
GO:0005215	0.738477904091137	0.284370856165868	348	997	transporter activity	MF	1	1
GO:0002021	0.738552797590523	0.479920598457713	4	13	response to dietary excess	BP	1	1
GO:0008139	0.738615950740444	0.418152206254113	8	23	nuclear localization sequence binding	MF	1	1
GO:0060267	0.738616594316382	0.703704188373282	1	3	positive regulation of respiratory burst	BP	1	1
GO:0002534	0.738685442301256	0.441597105507183	6	18	cytokine production involved in inflammatory response	BP	1	1
GO:0097367	0.738727193110737	0.278297145368501	681	1876	carbohydrate derivative binding	MF	1	1
GO:0032456	0.738837734114924	0.398630439427158	10	30	endocytic recycling	BP	1	1
GO:0050795	0.73889474897357	0.396147031743948	10	32	regulation of behavior	BP	1	1
GO:0004176	0.739020217266868	0.520417856884497	3	9	ATP-dependent peptidase activity	MF	1	1
GO:0090042	0.739159532805604	0.567546239767548	2	7	tubulin deacetylation	BP	1	1
GO:0016667	0.739174445404872	0.371918544924085	14	48	oxidoreductase activity, acting on a sulfur group of donors	MF	1	1
GO:0005319	0.739249884100124	0.339716131820433	29	85	lipid transporter activity	MF	1	1
GO:0004477	0.739309394474708	0.702921798500728	1	3	methenyltetrahydrofolate cyclohydrolase activity	MF	1	1
GO:0004487	0.739309394474708	0.702921798500728	1	3	methylenetetrahydrofolate dehydrogenase (NAD+) activity	MF	1	1
GO:0004488	0.739309394474708	0.702921798500728	1	3	methylenetetrahydrofolate dehydrogenase (NADP+) activity	MF	1	1
GO:0097602	0.739368719367703	0.474907304156252	4	14	cullin family protein binding	MF	1	1
GO:0070977	0.739473289637311	0.483662180450972	4	12	bone maturation	BP	1	1
GO:0061047	0.73963390866403	0.702554659209036	1	3	positive regulation of branching involved in lung morphogenesis	BP	1	1
GO:0003161	0.739654890790154	0.519622586242953	3	9	cardiac conduction system development	BP	1	1
GO:2000371	0.739856912829738	0.702302118560957	1	3	regulation of DNA topoisomerase (ATP-hydrolyzing) activity	BP	1	1
GO:2000373	0.739856912829738	0.702302118560957	1	3	positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity	BP	1	1
GO:0098518	0.740008704297885	0.702130108412726	1	3	polynucleotide phosphatase activity	MF	1	1
GO:2000427	0.740043491458583	0.578744004556312	2	6	positive regulation of apoptotic cell clearance	BP	1	1
GO:0021796	0.740156429741418	0.701962616998486	1	3	cerebral cortex regionalization	BP	1	1
GO:0001736	0.740442870473956	0.330728445637755	34	107	establishment of planar polarity	BP	1	1
GO:0007164	0.740442870473956	0.330728445637755	34	107	establishment of tissue polarity	BP	1	1
GO:0034394	0.740611550635422	0.373375578219747	14	43	protein localization to cell surface	BP	1	1
GO:0086019	0.740632731090582	0.442367299478239	6	17	cell-cell signaling involved in cardiac conduction	BP	1	1
GO:0033615	0.74071999288999	0.701322841459643	1	3	mitochondrial proton-transporting ATP synthase complex assembly	BP	1	1
GO:0046404	0.741078100582152	0.70091564050098	1	3	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity	MF	1	1
GO:0051733	0.741078100582152	0.70091564050098	1	3	polydeoxyribonucleotide kinase activity	MF	1	1
GO:0051734	0.741078100582152	0.70091564050098	1	3	ATP-dependent polynucleotide kinase activity	MF	1	1
GO:0051103	0.741348739100535	0.504560376697249	3	11	DNA ligation involved in DNA repair	BP	1	1
GO:2001069	0.741359315938427	0.700595509989519	1	3	glycogen binding	MF	1	1
GO:0035032	0.74137716162237	0.577082584042927	2	6	phosphatidylinositol 3-kinase complex, class III	CC	1	1
GO:0016863	0.741651836964985	0.54937396034553	2	9	intramolecular oxidoreductase activity, transposing C=C bonds	MF	1	1
GO:0043300	0.741847561692718	0.393766442110664	10	31	regulation of leukocyte degranulation	BP	1	1
GO:2001199	0.742003070741889	0.699861465773439	1	3	negative regulation of dendritic cell differentiation	BP	1	1
GO:2001023	0.742118618200791	0.673932226036231	1	4	regulation of response to drug	BP	1	1
GO:0050892	0.74227355340179	0.420906147565147	7	22	intestinal absorption	BP	1	1
GO:0001895	0.742389564533166	0.363630020051444	16	49	retina homeostasis	BP	1	1
GO:0005229	0.742624982707297	0.479718311762754	4	12	intracellular calcium activated chloride channel activity	MF	1	1
GO:0061778	0.742624982707297	0.479718311762754	4	12	intracellular chloride channel activity	MF	1	1
GO:0061355	0.742722232872551	0.699039448378281	1	3	Wnt protein secretion	BP	1	1
GO:0061356	0.742722232872551	0.699039448378281	1	3	regulation of Wnt protein secretion	BP	1	1
GO:0060830	0.742724647498092	0.69903668486467	1	3	ciliary receptor clustering involved in smoothened signaling pathway	BP	1	1
GO:0018812	0.742861730015248	0.698879756442254	1	3	3-hydroxyacyl-CoA dehydratase activity	MF	1	1
GO:0070859	0.742915661358831	0.698817996275785	1	3	positive regulation of bile acid biosynthetic process	BP	1	1
GO:1904253	0.742915661358831	0.698817996275785	1	3	positive regulation of bile acid metabolic process	BP	1	1
GO:1903430	0.742991401092871	0.562704108499838	2	7	negative regulation of cell maturation	BP	1	1
GO:0031630	0.743249322889236	0.698435635652476	1	3	regulation of synaptic vesicle fusion to presynaptic membrane	BP	1	1
GO:0000413	0.743290274546027	0.385594102418964	10	38	protein peptidyl-prolyl isomerization	BP	1	1
GO:0003755	0.743290274546027	0.385594102418964	10	38	peptidyl-prolyl cis-trans isomerase activity	MF	1	1
GO:0006391	0.743369687306368	0.698297592023764	1	3	transcription initiation from mitochondrial promoter	BP	1	1
GO:0030552	0.743666938892629	0.453676221423229	5	15	cAMP binding	MF	1	1
GO:0071786	0.743698334752144	0.473470177557296	4	13	endoplasmic reticulum tubular network organization	BP	1	1
GO:0052652	0.743713009976184	0.333673917808028	29	89	cyclic purine nucleotide metabolic process	BP	1	1
GO:0035360	0.743780811849017	0.574073914797495	2	6	positive regulation of peroxisome proliferator activated receptor signaling pathway	BP	1	1
GO:0010107	0.743865739634365	0.435214725098736	6	18	potassium ion import	BP	1	1
GO:0086002	0.743900408718782	0.392559496117448	10	30	cardiac muscle cell action potential involved in contraction	BP	1	1
GO:0009125	0.744356579848722	0.56096792747325	2	7	nucleoside monophosphate catabolic process	BP	1	1
GO:0001821	0.744365593456646	0.560956444841726	2	7	histamine secretion	BP	1	1
GO:0051608	0.744365593456646	0.560956444841726	2	7	histamine transport	BP	1	1
GO:0015824	0.744377637321773	0.573323990727785	2	6	proline transport	BP	1	1
GO:0010533	0.744467297922884	0.671079634409845	1	4	regulation of activation of Janus kinase activity	BP	1	1
GO:0010534	0.744467297922884	0.671079634409845	1	4	regulation of activation of JAK2 kinase activity	BP	1	1
GO:0033866	0.744603392993852	0.448954720719383	5	16	nucleoside bisphosphate biosynthetic process	BP	1	1
GO:0034030	0.744603392993852	0.448954720719383	5	16	ribonucleoside bisphosphate biosynthetic process	BP	1	1
GO:0034033	0.744603392993852	0.448954720719383	5	16	purine nucleoside bisphosphate biosynthetic process	BP	1	1
GO:0032200	0.744793173139995	0.319703861563335	41	126	telomere organization	BP	1	1
GO:0060242	0.744876441770139	0.572696351070584	2	6	contact inhibition	BP	1	1
GO:0090141	0.744947410435126	0.471895344698083	4	13	positive regulation of mitochondrial fission	BP	1	1
GO:0001505	0.744988806122474	0.313631205240454	51	147	regulation of neurotransmitter levels	BP	1	1
GO:0061083	0.74517125235681	0.670220221756412	1	4	regulation of protein refolding	BP	1	1
GO:0061084	0.74517125235681	0.670220221756412	1	4	negative regulation of protein refolding	BP	1	1
GO:1903859	0.745254835704114	0.451693548203618	5	15	regulation of dendrite extension	BP	1	1
GO:1903861	0.745254835704114	0.451693548203618	5	15	positive regulation of dendrite extension	BP	1	1
GO:0032962	0.74532458577966	0.696047237501555	1	3	positive regulation of inositol trisphosphate biosynthetic process	BP	1	1
GO:0016101	0.745426707176001	0.345011301687665	21	67	diterpenoid metabolic process	BP	1	1
GO:0032356	0.745476801674671	0.669846557764172	1	4	oxidized DNA binding	MF	1	1
GO:0032357	0.745476801674671	0.669846557764172	1	4	oxidized purine DNA binding	MF	1	1
GO:0009896	0.745517083783226	0.296302324749366	96	291	positive regulation of catabolic process	BP	1	1
GO:0070252	0.74555489056052	0.341731013291418	23	70	actin-mediated cell contraction	BP	1	1
GO:0006829	0.745618386964459	0.416802756806367	7	22	zinc II ion transport	BP	1	1
GO:0099023	0.745724384975129	0.34856184187526	20	60	tethring complex	CC	1	1
GO:0034116	0.745752609304255	0.559186438435123	2	7	positive regulation of heterotypic cell-cell adhesion	BP	1	1
GO:0097100	0.745783839431079	0.669470683345892	1	4	supercoiled DNA binding	MF	1	1
GO:0006516	0.745795685319277	0.466820056714191	4	14	glycoprotein catabolic process	BP	1	1
GO:0060027	0.745836434737929	0.571486138765372	2	6	convergent extension involved in gastrulation	BP	1	1
GO:0043011	0.745918844826526	0.504393139513985	3	10	myeloid dendritic cell differentiation	BP	1	1
GO:0008344	0.745928888432216	0.349992420510931	19	59	adult locomotory behavior	BP	1	1
GO:0016874	0.745970641458844	0.291839442180629	120	347	ligase activity	MF	1	1
GO:0034618	0.745980285351437	0.571304536531682	2	6	arginine binding	MF	1	1
GO:0009137	0.74598497323371	0.695283483053975	1	3	purine nucleoside diphosphate catabolic process	BP	1	1
GO:0009181	0.74598497323371	0.695283483053975	1	3	purine ribonucleoside diphosphate catabolic process	BP	1	1
GO:1902576	0.746125525044695	0.695120698340475	1	3	negative regulation of nuclear cell cycle DNA replication	BP	1	1
GO:0000189	0.746135457236577	0.695109191945854	1	3	MAPK import into nucleus	BP	1	1
GO:0045065	0.746223092625686	0.695007649054827	1	3	cytotoxic T cell differentiation	BP	1	1
GO:0045494	0.746340212713249	0.390998616794212	10	29	photoreceptor cell maintenance	BP	1	1
GO:0000974	0.746391646201604	0.470070030821997	4	13	Prp19 complex	CC	1	1
GO:0016709	0.74654349023909	0.388119376751052	10	31	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	MF	1	1
GO:0051879	0.746609697162955	0.404684175607967	8	25	Hsp90 protein binding	MF	1	1
GO:0098576	0.746655509963997	0.668401451095976	1	4	lumenal side of membrane	CC	1	1
GO:0030870	0.746797365496116	0.570271748665944	2	6	Mre11 complex	CC	1	1
GO:0015923	0.747184089512145	0.449277639848045	5	15	mannosidase activity	MF	1	1
GO:0004052	0.747223506026945	0.693846210702396	1	3	arachidonate 12-lipoxygenase activity	MF	1	1
GO:0002385	0.747235600232361	0.492549661871873	3	12	mucosal immune response	BP	1	1
GO:0033300	0.747237204675375	0.693830278218323	1	3	dehydroascorbic acid transporter activity	MF	1	1
GO:0070837	0.747237204675375	0.693830278218323	1	3	dehydroascorbic acid transport	BP	1	1
GO:0072047	0.747361879941735	0.693685236172705	1	3	proximal/distal pattern formation involved in nephron development	BP	1	1
GO:0072081	0.747361879941735	0.693685236172705	1	3	specification of nephron tubule identity	BP	1	1
GO:0072086	0.747361879941735	0.693685236172705	1	3	specification of loop of Henle identity	BP	1	1
GO:0097067	0.747413027278524	0.473683013212788	4	12	cellular response to thyroid hormone stimulus	BP	1	1
GO:0071933	0.747508152526057	0.556937397170611	2	7	Arp2/3 complex binding	MF	1	1
GO:0051693	0.747543928839371	0.382636226024224	11	32	actin filament capping	BP	1	1
GO:0045716	0.747595681695065	0.69341306591483	1	3	positive regulation of low-density lipoprotein particle receptor biosynthetic process	BP	1	1
GO:0098573	0.747663164608638	0.357740713530776	15	52	intrinsic component of mitochondrial membrane	CC	1	1
GO:0070816	0.747748356222919	0.46835099443872	4	13	phosphorylation of RNA polymerase II C-terminal domain	BP	1	1
GO:0036493	0.747803042995761	0.693171484003352	1	3	positive regulation of translation in response to endoplasmic reticulum stress	BP	1	1
GO:0016702	0.747901815449627	0.441814120062242	5	17	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	MF	1	1
GO:0002199	0.747972412525182	0.556340987329698	2	7	zona pellucida receptor complex	CC	1	1
GO:0005850	0.748127770739543	0.692792805228737	1	3	eukaryotic translation initiation factor 2 complex	CC	1	1
GO:0097454	0.748256934009007	0.692642059647374	1	3	Schwann cell microvillus	CC	1	1
GO:0098662	0.748355228725382	0.283998279595974	162	471	inorganic cation transmembrane transport	BP	1	1
GO:1903624	0.748433270432289	0.555748265904225	2	7	regulation of DNA catabolic process	BP	1	1
GO:0007175	0.748618121297187	0.472155587518141	4	12	negative regulation of epidermal growth factor-activated receptor activity	BP	1	1
GO:0060638	0.748820201882293	0.567705508114122	2	6	mesenchymal-epithelial cell signaling	BP	1	1
GO:1901800	0.748893159729792	0.331979630411498	26	81	positive regulation of proteasomal protein catabolic process	BP	1	1
GO:0010728	0.748926006876131	0.691860068091465	1	3	regulation of hydrogen peroxide biosynthetic process	BP	1	1
GO:0030198	0.748986932123626	0.295518810595279	87	246	extracellular matrix organization	BP	1	1
GO:0007339	0.749057472131877	0.423695135441778	6	20	binding of sperm to zona pellucida	BP	1	1
GO:0042742	0.749269289320412	0.321055016603655	33	109	defense response to bacterium	BP	1	1
GO:0032700	0.749298377223135	0.55463378957997	2	7	negative regulation of interleukin-17 production	BP	1	1
GO:0042116	0.749503175339458	0.372333768489944	12	37	macrophage activation	BP	1	1
GO:0003025	0.749511928630913	0.69117371360438	1	3	regulation of systemic arterial blood pressure by baroreceptor feedback	BP	1	1
GO:0000729	0.749582663917634	0.414070715353649	7	21	DNA double-strand break processing	BP	1	1
GO:0048712	0.749641336454193	0.566659954942548	2	6	negative regulation of astrocyte differentiation	BP	1	1
GO:2000074	0.749645540009785	0.554185879496252	2	7	regulation of type B pancreatic cell development	BP	1	1
GO:2000781	0.749802731271648	0.506761552940924	3	9	positive regulation of double-strand break repair	BP	1	1
GO:0005280	0.749812335868237	0.690821251778322	1	3	hydrogen:amino acid symporter activity	MF	1	1
GO:1902932	0.749814348354926	0.499402837196109	3	10	positive regulation of alcohol biosynthetic process	BP	1	1
GO:0045091	0.750277787474187	0.553369154434289	2	7	regulation of single stranded viral RNA replication via double stranded DNA intermediate	BP	1	1
GO:0016286	0.750376769608932	0.690157980214704	1	3	small conductance calcium-activated potassium channel activity	MF	1	1
GO:0021884	0.750384913150207	0.410922243521744	7	22	forebrain neuron development	BP	1	1
GO:0032817	0.750605137838844	0.552945782241361	2	7	regulation of natural killer cell proliferation	BP	1	1
GO:0034597	0.750660498462869	0.689824057536343	1	3	phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity	MF	1	1
GO:0016013	0.750976864270644	0.68945132087985	1	3	syntrophin complex	CC	1	1
GO:0034657	0.751112973531445	0.689290828332701	1	3	GID complex	CC	1	1
GO:0032610	0.751113521952074	0.662883171965847	1	4	interleukin-1 alpha production	BP	1	1
GO:0050703	0.751113521952074	0.662883171965847	1	4	interleukin-1 alpha secretion	BP	1	1
GO:0007338	0.751148066256139	0.335384963923513	22	73	single fertilization	BP	1	1
GO:0044194	0.751184603232406	0.689206334851586	1	3	cytolytic granule	CC	1	1
GO:0035511	0.751193270084347	0.662783690599881	1	4	oxidative DNA demethylation	BP	1	1
GO:0032439	0.751245967835736	0.689133932564764	1	3	endosome localization	BP	1	1
GO:0019556	0.751246534377437	0.689133264043915	1	3	histidine catabolic process to glutamate and formamide	BP	1	1
GO:0019557	0.751246534377437	0.689133264043915	1	3	histidine catabolic process to glutamate and formate	BP	1	1
GO:0043606	0.751246534377437	0.689133264043915	1	3	formamide metabolic process	BP	1	1
GO:0031572	0.751408254521437	0.370998667549733	12	36	G2 DNA damage checkpoint	BP	1	1
GO:0061099	0.751483771853596	0.409561010250498	7	22	negative regulation of protein tyrosine kinase activity	BP	1	1
GO:0048294	0.751512444088209	0.688819338863156	1	3	negative regulation of isotype switching to IgE isotypes	BP	1	1
GO:0005176	0.751609720594209	0.688704421717017	1	3	ErbB-2 class receptor binding	MF	1	1
GO:0019049	0.751733239314151	0.688558445222181	1	3	evasion or tolerance of host defenses by virus	BP	1	1
GO:0044413	0.751733239314151	0.688558445222181	1	3	avoidance of host defenses	BP	1	1
GO:0044415	0.751733239314151	0.688558445222181	1	3	evasion or tolerance of host defenses	BP	1	1
GO:0051832	0.751733239314151	0.688558445222181	1	3	avoidance of defenses of other organism involved in symbiotic interaction	BP	1	1
GO:0051834	0.751733239314151	0.688558445222181	1	3	evasion or tolerance of defenses of other organism involved in symbiotic interaction	BP	1	1
GO:0001781	0.751745954238033	0.662093501227987	1	4	neutrophil apoptotic process	BP	1	1
GO:0033029	0.751745954238033	0.662093501227987	1	4	regulation of neutrophil apoptotic process	BP	1	1
GO:0042612	0.751790528755525	0.542663318629578	2	8	MHC class I protein complex	CC	1	1
GO:0099565	0.751917998563071	0.347804188814196	18	52	chemical synaptic transmission, postsynaptic	BP	1	1
GO:0050265	0.751998685679199	0.688244515618312	1	3	RNA uridylyltransferase activity	MF	1	1
GO:0090074	0.752206981213064	0.68799796423275	1	3	negative regulation of protein homodimerization activity	BP	1	1
